DNN-1,DNN-2,Rate,Processors,Memory,Response Time,error_percentage,Baseline-Response,Response Time Inflation,fat_response_time,fat_inflation,Baseline-Sum,Baseline-DNN-2,sum_of_fat_cohost_times,SLA_Level_1,SLA_Level_2,SLA_Level_3,All_SLA_Levels_Violated,sla_level_1_fat,sla_level_2_fat,sla_level_3_fat,all_fat_sla_levels_violated,UL-1,UL-2,SLA_1_Diff,SLA_2_Diff,SLA_3_Diff,SLA1<30,SLA2<30%,SLA3<30%
mnist,resnet,4,6,6,3.4,0,2.7,1.259259259,3.6,1.333333333,177.1,174.4,131,1,1,1,0,1,1,1,0,4,2,0.029411765,1.058823529,3.117647059,1,0,0
mnist,resnet,6,6,6,3.6,0,2.7,1.333333333,3.6,1.333333333,213.8,211.1,148,0,1,1,0,1,1,1,0,4,2,0.027777778,0.944444444,2.888888889,1,0,0
mnist,resnet,8,6,6,3.6,0,2.5,1.44,3.9,1.56,270.6,268.1,161.4,0,1,1,0,1,1,1,0,4,2,0.027777778,0.944444444,2.888888889,1,0,0
mnist,resnet,10,6,6,3.7,0,2.7,1.37037037,5.4,2,393.2,390.5,173.9,0,1,1,0,1,1,1,0,4,2,0.054054054,0.891891892,2.783783784,1,0,0
mnist,resnet,12,6,6,4,0,2.5,1.6,11.4,4.56,965.1,962.6,206.7,0,1,1,0,1,1,1,0,4,2,0.125,0.75,2.5,1,0,0
mnist,resnet,14,6,6,4.1,0,2.5,1.64,22.8,9.12,4697.7,4695.2,259,0,1,1,0,1,1,1,0,4,2,0.146341463,0.707317073,2.414634146,1,0,0
mnist,resnet,16,6,6,3.8,0,2.5,1.52,67.5,27,8998.3,8995.8,369.8,0,1,1,0,1,1,1,0,4,2,0.078947368,0.842105263,2.684210526,1,0,0
mnist,resnet,18,6,6,3.9,0,2.5,1.56,598.8,239.52,14026.2,14023.7,1474.1,0,1,1,0,0,1,1,0,4,2,0.102564103,0.794871795,2.58974359,1,0,0
mnist,resnet,20,6,6,3.9,0,2.5,1.56,4804.9,1921.96,18792.8,18790.3,9574.1,0,1,1,0,0,0,0,1,4,2,0.102564103,0.794871795,2.58974359,1,0,0
mnist,resnet,2,8,8,4.1,0,3.6,1.138888889,3.8,1.055555556,136.6,133,109.1,0,1,1,0,1,1,1,0,4,2,0.146341463,0.707317073,2.414634146,1,0,0
mnist,resnet,4,8,8,3.7,0,2.6,1.423076923,3.1,1.192307692,151.7,149.1,113.7,0,1,1,0,1,1,1,0,4,2,0.054054054,0.891891892,2.783783784,1,0,0
mnist,resnet,6,8,8,3.7,0,2.6,1.423076923,3.3,1.269230769,171.3,168.7,128.5,0,1,1,0,1,1,1,0,4,2,0.054054054,0.891891892,2.783783784,1,0,0
mnist,resnet,8,8,8,3.7,0,2.5,1.48,3.3,1.32,198.4,195.9,136.9,0,1,1,0,1,1,1,0,4,2,0.054054054,0.891891892,2.783783784,1,0,0
mnist,resnet,10,8,8,3.8,0,2.6,1.461538462,4,1.538461538,242.7,240.1,147.1,0,1,1,0,1,1,1,0,4,2,0.078947368,0.842105263,2.684210526,1,0,0
mnist,resnet,12,8,8,4,0,2.4,1.666666667,4.2,1.75,349,346.6,167.9,0,1,1,0,1,1,1,0,4,2,0.125,0.75,2.5,1,0,0
mnist,resnet,14,8,8,4.2,0,2.3,1.826086957,7.2,3.130434783,553.5,551.2,208.4,0,1,1,0,1,1,1,0,4,2,0.166666667,0.666666667,2.333333333,1,0,0
mnist,resnet,16,8,8,4.3,0,2.3,1.869565217,16.5,7.173913043,2010.2,2007.9,264.2,0,1,1,0,1,1,1,0,4,2,0.186046512,0.627906977,2.255813953,1,0,0
mnist,resnet,18,8,8,4.5,0,2.3,1.956521739,56.8,24.69565217,6739.8,6737.5,398.1,0,1,1,0,1,1,1,0,4,2,0.222222222,0.555555556,2.111111111,1,0,0
mnist,resnet,20,8,8,4.2,0,2.4,1.75,468.4,195.1666667,10898.6,10896.2,1229.2,0,1,1,0,1,1,1,0,4,2,0.166666667,0.666666667,2.333333333,1,0,0
mnist,resnet,2,12,12,4.3,0,4,1.075,3.5,0.875,115.4,111.4,93.7,0,1,1,0,1,1,1,0,4,2,0.186046512,0.627906977,2.255813953,1,0,0
mnist,resnet,4,12,12,3.6,0,2.4,1.5,3.5,1.458333333,115.6,113.2,95.5,0,1,1,0,1,1,1,0,4,2,0.027777778,0.944444444,2.888888889,1,0,0
mnist,resnet,6,12,12,3.4,0,2.4,1.416666667,3.6,1.5,133.9,131.5,107.5,1,1,1,0,1,1,1,0,4,2,0.029411765,1.058823529,3.117647059,1,0,0
mnist,resnet,8,12,12,4,0,2.3,1.739130435,3.8,1.652173913,143.7,141.4,115.3,0,1,1,0,1,1,1,0,4,2,0.125,0.75,2.5,1,0,0
mnist,resnet,10,12,12,4,0,2.3,1.739130435,3.9,1.695652174,162.5,160.2,123.5,0,1,1,0,1,1,1,0,4,2,0.125,0.75,2.5,1,0,0
mnist,resnet,12,12,12,4.5,0,2.3,1.956521739,4.1,1.782608696,188.9,186.6,130.1,0,1,1,0,1,1,1,0,4,2,0.222222222,0.555555556,2.111111111,1,0,0
mnist,resnet,14,12,12,4.3,0,2.4,1.791666667,4.6,1.916666667,240,237.6,147,0,1,1,0,1,1,1,0,4,2,0.186046512,0.627906977,2.255813953,1,0,0
mnist,resnet,16,12,12,4.3,0,2.6,1.653846154,5,1.923076923,330.9,328.3,173.3,0,1,1,0,1,1,1,0,4,2,0.186046512,0.627906977,2.255813953,1,0,0
mnist,resnet,18,12,12,4.5,0,2.5,1.8,12,4.8,483.1,480.6,245.7,0,1,1,0,1,1,1,0,4,2,0.222222222,0.555555556,2.111111111,1,0,0
mnist,resnet,20,12,12,4.4,0,2.4,1.833333333,184.1,76.70833333,833.6,831.2,685.9,0,1,1,0,1,1,1,0,4,2,0.204545455,0.590909091,2.181818182,1,0,0
resnet,bert,2,6,6,155.5,0,153.7,1.011711126,214.7,1.396877033,933.2,779.5,1688.8,1,1,1,0,1,1,1,0,2,3,15.07717042,31.15434084,63.30868167,0,0,0
resnet,bert,4,6,6,180.7,0,174.4,1.036123853,135,0.774082569,252.5,78.1,212,1,1,1,0,1,1,1,0,2,3,12.83508578,26.67017156,54.34034311,0,0,0
resnet,bert,6,6,6,228.2,0,211.1,1.081004263,172.4,0.816674562,296.7,85.6,271.9,1,1,1,0,1,1,1,0,2,3,9.955302366,20.91060473,42.82120947,0,0,0
resnet,bert,8,6,6,321.1,0,268.1,1.19768743,228.2,0.851174935,358.9,90.8,372.9,1,1,1,0,1,1,1,0,2,3,6.785736531,14.57147306,30.14294612,0,0,0
resnet,bert,10,6,6,525.7,0,390.5,1.346222791,346.4,0.887067862,489.7,99.2,592.6,1,1,1,0,1,1,1,0,2,3,3.75556401,8.51112802,18.02225604,0,0,0
resnet,bert,12,6,6,2720.4,0,962.6,2.82609599,2875.3,2.987014336,1070.9,108.3,5486,0,1,1,0,0,1,1,0,2,3,0.081017497,0.837965005,2.67593001,1,0,0
resnet,bert,14,6,6,8258.1,0,4695.2,1.758838814,7390.6,1.574075652,4811.5,116.3,14167.4,0,0,1,0,0,0,1,0,2,3,0.697266926,0.394533852,0.210932297,0,0,1
resnet,bert,16,6,6,13568.7,0,8995.8,1.508337224,12549.2,1.395006559,9120.1,124.3,24183.7,0,0,0,1,0,0,0,1,2,3,0.81575243,0.63150486,0.263009721,0,0,1
resnet,bert,18,6,6,19091.5,0,14023.7,1.36137396,17606.5,1.255481792,14165.6,141.9,34097.6,0,0,0,1,0,0,0,1,2,3,0.869051672,0.738103344,0.476206689,0,0,0
resnet,bert,20,6,6,18569.2,0,18790.3,0.988233291,23759.6,1.264460919,18954.4,164.1,45416,0,0,0,1,0,0,0,1,2,3,0.86536846,0.730736919,0.461473838,0,0,0
resnet,bert,2,8,8,136.7,0,133,1.027819549,129.1,0.970676692,1405.2,1272.2,767,1,1,1,0,1,1,1,0,2,3,17.28822238,35.57644477,72.15288954,0,0,0
resnet,bert,4,8,8,160.7,0,149.1,1.077800134,128.5,0.861837693,219.6,70.5,203.5,1,1,1,0,1,1,1,0,2,3,14.55693839,30.11387679,61.22775358,0,0,0
resnet,bert,6,8,8,189.1,0,168.7,1.120924718,159.3,0.944279787,246.7,78,246.4,1,1,1,0,1,1,1,0,2,3,12.22051824,25.44103649,51.88207298,0,0,0
resnet,bert,8,8,8,236.1,0,195.9,1.205206738,187,0.954568658,279,83.1,292,1,1,1,0,1,1,1,0,2,3,9.588733587,20.17746717,41.35493435,0,0,0
resnet,bert,10,8,8,344.6,0,240.1,1.435235319,282.2,1.175343607,328.3,88.2,448.2,1,1,1,0,1,1,1,0,2,3,6.25478816,13.50957632,28.01915264,0,0,0
resnet,bert,12,8,8,664.5,0,346.6,1.917195615,1565.8,4.517599538,441.4,94.8,3026.9,1,1,1,0,1,1,1,0,2,3,2.762227239,6.524454477,14.04890895,0,0,0
resnet,bert,14,8,8,2696,0,551.2,4.891146589,6187.6,11.2256894,650.8,99.6,12130.2,0,1,1,0,0,0,1,0,2,3,0.072700297,0.854599407,2.709198813,1,0,0
resnet,bert,16,8,8,8381.2,0,2007.9,4.174112257,10053.3,5.006872852,2115.9,108,19813.1,0,0,1,0,0,0,0,1,2,3,0.701713358,0.403426717,0.193146566,0,0,1
resnet,bert,18,8,8,14336.1,0,6737.5,2.12780705,12940.6,1.920682746,6862.5,125,25669.5,0,0,0,1,0,0,0,1,2,3,0.825615056,0.651230111,0.302460223,0,0,0
resnet,bert,20,8,8,12202.5,0,10896.2,1.119885832,17268.2,1.584791028,11035.9,139.7,34238.3,0,0,0,1,0,0,0,1,2,3,0.79512395,0.5902479,0.1804958,0,0,1
resnet,bert,2,12,12,114.3,0,111.4,1.026032316,98.8,0.886894075,859,747.6,743.3,1,1,1,0,1,1,1,0,2,3,20.87226597,42.74453193,86.48906387,0,0,0
resnet,bert,4,12,12,126.9,0,113.2,1.121024735,102.8,0.908127209,173.9,60.7,171,1,1,1,0,1,1,1,0,2,3,18.70055162,38.40110323,77.80220646,0,0,0
resnet,bert,6,12,12,146.9,0,131.5,1.117110266,132.5,1.007604563,196.6,65.1,215.6,1,1,1,0,1,1,1,0,2,3,16.01837985,33.0367597,67.0735194,0,0,0
resnet,bert,8,12,12,179.6,0,141.4,1.270155587,154.9,1.095473833,207.6,66.2,254,1,1,1,0,1,1,1,0,2,3,12.91982183,26.83964365,54.67928731,0,0,0
resnet,bert,10,12,12,252.7,0,160.2,1.577403246,190,1.186017478,231.8,71.6,305.4,1,1,1,0,1,1,1,0,2,3,8.893153937,18.78630787,38.57261575,0,0,0
resnet,bert,12,12,12,361.2,0,186.6,1.935691318,299.8,1.60664523,262.2,75.6,476,1,1,1,0,1,1,1,0,2,3,5.9213732,12.8427464,26.6854928,0,0,0
resnet,bert,14,12,12,871.4,0,237.6,3.667508418,1660.9,6.990319865,318.3,80.7,3137.1,1,1,1,0,1,1,1,0,2,3,1.868946523,4.737893046,10.47578609,0,0,0
resnet,bert,16,12,12,2107,0,328.3,6.417910448,6271.3,19.10234542,413.7,85.4,12259,1,1,1,0,0,0,1,0,2,3,0.18652112,1.37304224,3.74608448,1,0,0
resnet,bert,18,12,12,7781.9,0,480.6,16.1920516,12396.3,25.79338327,572.3,91.7,24565.6,0,0,1,0,0,0,0,1,2,3,0.678741695,0.357483391,0.285033218,0,0,1
resnet,bert,20,12,12,11253.6,0,831.2,13.53897979,19942.7,23.99266121,933.9,102.7,39483.1,0,0,0,1,0,0,0,1,2,3,0.777848866,0.555697732,0.111395465,0,0,1
resnet,dbert,2,6,6,159.3,0,153.7,1.036434613,140,0.910865322,442,288.3,707.7,1,1,1,0,1,1,1,0,2,1,14.69365976,30.38731952,61.77463905,0,0,0
resnet,dbert,4,6,6,194.5,0,174.4,1.115252294,162.5,0.931766055,404.3,229.9,361.1,1,1,1,0,1,1,1,0,2,1,11.85347044,24.70694087,50.41388175,0,0,0
resnet,dbert,6,6,6,261,0,211.1,1.236380862,258.3,1.223590715,500,288.9,563.6,1,1,1,0,1,1,1,0,2,1,8.578544061,18.15708812,37.31417625,0,0,0
resnet,dbert,8,6,6,378.7,0,268.1,1.412532637,1175.6,4.384930996,689.4,421.3,2445.3,1,1,1,0,1,1,1,0,2,1,5.601531555,12.20306311,25.40612622,0,0,0
resnet,dbert,10,6,6,678.3,0,390.5,1.737003841,7818.3,20.0212548,1180.3,789.8,15747.2,1,1,1,0,0,0,1,0,2,1,2.6856848,6.3713696,13.7427392,0,0,0
resnet,dbert,12,6,6,3837,0,962.6,3.986079368,14810.5,15.38593393,5481.7,4519.1,29660.4,0,1,1,0,0,0,0,1,2,1,0.348449309,0.303101381,1.606202763,0,0,0
resnet,dbert,14,6,6,9386.6,0,4695.2,1.999190663,24301.7,5.175860453,15176.5,10481.3,48512.2,0,0,1,0,0,0,0,1,2,1,0.733662881,0.467325762,0.065348475,0,0,1
resnet,dbert,16,6,6,13993.6,0,8995.8,1.555570377,30653.3,3.407512395,23434.1,14438.3,61002,0,0,0,1,0,0,0,1,2,1,0.821346901,0.642693803,0.285387606,0,0,1
resnet,dbert,18,6,6,19938.7,0,14023.7,1.421785977,36834.9,2.626617797,33644.9,19621.2,72812.9,0,0,0,1,0,0,0,1,2,1,0.874615697,0.749231394,0.498462788,0,0,0
resnet,dbert,20,6,6,25249.1,0,18790.3,1.343730542,52540.6,2.796155463,44901.9,26111.6,94198.7,0,0,0,1,0,0,0,1,2,1,0.90098657,0.80197314,0.603946279,0,0,0
resnet,dbert,2,8,8,140.3,0,133,1.054887218,122.4,0.920300752,625.5,492.5,639.5,1,1,1,0,1,1,1,0,2,1,16.81895937,34.63791875,70.27583749,0,0,0
resnet,dbert,4,8,8,164.8,0,149.1,1.105298457,132.9,0.891348089,325.5,176.4,272.1,1,1,1,0,1,1,1,0,2,1,14.16990291,29.33980583,59.67961165,0,0,0
resnet,dbert,6,8,8,228.7,0,168.7,1.355660937,179.8,1.065797273,379.6,210.9,365.3,1,1,1,0,1,1,1,0,2,1,9.931351115,20.86270223,42.72540446,0,0,0
resnet,dbert,8,8,8,370.4,0,195.9,1.890760592,259.6,1.325165901,460.8,264.9,542.1,1,1,1,0,1,1,1,0,2,1,5.749460043,12.49892009,25.99784017,0,0,0
resnet,dbert,10,8,8,647.9,0,240.1,2.698458975,842.7,3.509787589,593.1,353,1764.2,1,1,1,0,1,1,1,0,2,1,2.858620157,6.717240315,14.43448063,0,0,0
resnet,dbert,12,8,8,2277,0,346.6,6.569532602,5717.2,16.49509521,859.3,512.7,12095.2,1,1,1,0,0,0,1,0,2,1,0.097935881,1.195871761,3.391743522,1,0,0
resnet,dbert,14,8,8,6521.1,0,551.2,11.83073295,12638.5,22.92906386,1462.3,911.1,25459.5,0,0,1,0,0,0,0,1,2,1,0.616629096,0.233258193,0.533483615,0,1,0
resnet,dbert,16,8,8,10441.7,0,2007.9,5.20030878,18580.3,9.253598287,5834.3,3826.4,37062.2,0,0,0,1,0,0,0,1,2,1,0.760575385,0.52115077,0.042301541,0,0,1
resnet,dbert,18,8,8,16740.9,0,6737.5,2.484734694,22996.4,3.413194805,14317.3,7579.8,46029.5,0,0,0,1,0,0,0,1,2,1,0.850665137,0.701330275,0.40266055,0,0,0
resnet,dbert,20,8,8,19983.5,0,10896.2,1.833987996,29346.8,2.693305923,23082.9,12186.7,58026.5,0,0,0,1,0,0,0,1,2,1,0.87489679,0.74979358,0.499587159,0,0,0
resnet,dbert,2,12,12,128.4,0,111.4,1.152603232,98.3,0.882405745,575.7,464.3,618.8,1,1,1,0,1,1,1,0,2,1,18.47040498,37.94080997,76.88161994,0,0,0
resnet,dbert,4,12,12,145.5,0,113.2,1.285335689,112.4,0.992932862,270.8,157.6,241.7,1,1,1,0,1,1,1,0,2,1,16.18213058,33.36426117,67.72852234,0,0,0
resnet,dbert,6,12,12,221.2,0,131.5,1.682129278,144,1.095057034,311.5,180,318.6,1,1,1,0,1,1,1,0,2,1,10.30198915,21.6039783,44.2079566,0,0,0
resnet,dbert,8,12,12,375.7,0,141.4,2.657001414,241.1,1.705091938,351.2,209.8,523.2,1,1,1,0,1,1,1,0,2,1,5.654245409,12.30849082,25.61698163,0,0,0
resnet,dbert,10,12,12,1473.5,0,160.2,9.197877653,1868.1,11.66104869,409.6,249.4,3986.2,1,1,1,0,1,1,1,0,2,1,0.696640652,2.393281303,5.786562606,0,0,0
resnet,dbert,12,12,12,1932.1,0,186.6,10.35423365,7839.8,42.01393355,507.5,320.9,15939.4,1,1,1,0,0,0,1,0,2,1,0.293928886,1.587857771,4.175715543,1,0,0
resnet,dbert,14,12,12,4152.1,0,237.6,17.47516835,13300.6,55.97895623,674.1,436.5,26816.6,0,1,1,0,0,0,0,1,2,1,0.397895041,0.204209918,1.408419836,0,1,0
resnet,dbert,16,12,12,9727.5,0,328.3,29.62991167,16351,49.80505635,1022.6,694.3,32855.9,0,0,1,0,0,0,0,1,2,1,0.742996659,0.485993318,0.028013364,0,0,1
resnet,dbert,18,12,12,15785.9,0,480.6,32.84623387,22657.6,47.14440283,1649.5,1168.9,45488.5,0,0,0,1,0,0,0,1,2,1,0.841630822,0.683261645,0.36652329,0,0,0
resnet,dbert,20,12,12,20701.3,0,831.2,24.90531761,29952.1,36.03476901,4143.1,3311.9,59454.3,0,0,0,1,0,0,0,1,2,1,0.879234637,0.758469275,0.51693855,0,0,0
resnet,mnist,2,6,6,150.2,0,153.7,0.977228367,118.5,0.770982433,157.3,3.6,122.1,1,1,1,0,1,1,1,0,2,4,15.64447403,32.28894807,65.57789614,0,0,0
resnet,mnist,4,6,6,177.2,0,174.4,1.016055046,127.4,0.730504587,177.1,2.7,131,1,1,1,0,1,1,1,0,2,4,13.10835214,27.21670429,55.43340858,0,0,0
resnet,mnist,6,6,6,210.3,0,211.1,0.996210327,144.4,0.684036002,213.8,2.7,148,1,1,1,0,1,1,1,0,2,4,10.88777936,22.77555873,46.55111745,0,0,0
resnet,mnist,8,6,6,268.8,0,268.1,1.002610966,157.5,0.587467363,270.6,2.5,161.4,1,1,1,0,1,1,1,0,2,4,8.300595238,17.60119048,36.20238095,0,0,0
resnet,mnist,10,6,6,390.3,0,390.5,0.999487836,168.5,0.431498079,393.2,2.7,173.9,1,1,1,0,1,1,1,0,2,4,5.405329234,11.81065847,24.62131694,0,0,0
resnet,mnist,12,6,6,862,0,962.6,0.895491378,195.3,0.202888012,965.1,2.5,206.7,1,1,1,0,1,1,1,0,2,4,1.900232019,4.800464037,10.60092807,0,0,0
resnet,mnist,14,6,6,5185.3,0,4695.2,1.1043832,236.2,0.050306696,4697.7,2.5,259,0,0,1,0,1,1,1,0,2,4,0.517867819,0.035735637,0.928528725,0,1,0
resnet,mnist,16,6,6,9430,0,8995.8,1.048266969,302.3,0.033604571,8998.3,2.5,369.8,0,0,1,0,1,1,1,0,2,4,0.734888653,0.469777306,0.060445387,0,0,1
resnet,mnist,18,6,6,14435.2,0,14023.7,1.029343183,875.3,0.062415768,14026.2,2.5,1474.1,0,0,0,1,1,1,1,0,2,4,0.826812237,0.653624474,0.307248947,0,0,0
resnet,mnist,20,6,6,19056.5,0,18790.3,1.014166884,4769.2,0.253811807,18792.8,2.5,9574.1,0,0,0,1,0,1,1,0,2,4,0.868811167,0.737622334,0.475244667,0,0,0
resnet,mnist,2,8,8,133.7,0,133,1.005263158,105.3,0.791729323,136.6,3.6,109.1,1,1,1,0,1,1,1,0,2,4,17.69857891,36.39715782,73.79431563,0,0,0
resnet,mnist,4,8,8,147.4,0,149.1,0.988598256,110.6,0.741784038,151.7,2.6,113.7,1,1,1,0,1,1,1,0,2,4,15.96065129,32.92130258,66.84260516,0,0,0
resnet,mnist,6,8,8,172.4,0,168.7,1.021932424,125.2,0.742145821,171.3,2.6,128.5,1,1,1,0,1,1,1,0,2,4,13.50116009,28.00232019,57.00464037,0,0,0
resnet,mnist,8,8,8,195.7,0,195.9,0.998979071,133.6,0.681980602,198.4,2.5,136.9,1,1,1,0,1,1,1,0,2,4,11.77465508,24.54931017,50.09862034,0,0,0
resnet,mnist,10,8,8,248.8,0,240.1,1.036234902,143.1,0.596001666,242.7,2.6,147.1,1,1,1,0,1,1,1,0,2,4,9.048231511,19.09646302,39.19292605,0,0,0
resnet,mnist,12,8,8,349.8,0,346.6,1.009232545,163.7,0.472302366,349,2.4,167.9,1,1,1,0,1,1,1,0,2,4,6.146941109,13.29388222,27.58776444,0,0,0
resnet,mnist,14,8,8,595.3,0,551.2,1.080007257,201.2,0.365021771,553.5,2.3,208.4,1,1,1,0,1,1,1,0,2,4,3.199563245,7.399126491,15.79825298,0,0,0
resnet,mnist,16,8,8,2498.9,0,2007.9,1.24453409,247.7,0.123362717,2010.2,2.3,264.2,1,1,1,0,1,1,1,0,2,4,0.000440194,1.000880387,3.001760775,1,0,0
resnet,mnist,18,8,8,6551,0,6737.5,0.97231911,341.3,0.050656772,6739.8,2.3,398.1,0,0,1,0,1,1,1,0,2,4,0.618378873,0.236757747,0.526484506,0,1,0
resnet,mnist,20,8,8,10478.2,0,10896.2,0.961638002,760.8,0.069822507,10898.6,2.4,1229.2,0,0,0,1,1,1,1,0,2,4,0.761409402,0.522818805,0.04563761,0,0,1
resnet,mnist,2,12,12,110.9,0,111.4,0.99551167,90.2,0.809694794,115.4,4,93.7,1,1,1,0,1,1,1,0,2,4,21.54283138,44.08566276,89.17132552,0,0,0
resnet,mnist,4,12,12,116.8,0,113.2,1.03180212,92,0.812720848,115.6,2.4,95.5,1,1,1,0,1,1,1,0,2,4,20.40410959,41.80821918,84.61643836,0,0,0
resnet,mnist,6,12,12,131.4,0,131.5,0.999239544,103.9,0.790114068,133.9,2.4,107.5,1,1,1,0,1,1,1,0,2,4,18.02587519,37.05175038,75.10350076,0,0,0
resnet,mnist,8,12,12,148.6,0,141.4,1.050919378,111.5,0.78854314,143.7,2.3,115.3,1,1,1,0,1,1,1,0,2,4,15.82368775,32.6473755,66.29475101,0,0,0
resnet,mnist,10,12,12,167.6,0,160.2,1.04619226,119.6,0.746566792,162.5,2.3,123.5,1,1,1,0,1,1,1,0,2,4,13.91646778,28.83293556,58.66587112,0,0,0
resnet,mnist,12,12,12,196.7,0,186.6,1.054126474,126,0.675241158,188.9,2.3,130.1,1,1,1,0,1,1,1,0,2,4,11.70971022,24.41942044,49.83884087,0,0,0
resnet,mnist,14,12,12,229.7,0,237.6,0.966750842,142.4,0.599326599,240,2.4,147,1,1,1,0,1,1,1,0,2,4,9.883761428,20.76752286,42.53504571,0,0,0
resnet,mnist,16,12,12,285.5,0,328.3,0.869631435,168.3,0.512640877,330.9,2.6,173.3,1,1,1,0,1,1,1,0,2,4,7.756567426,16.51313485,34.0262697,0,0,0
resnet,mnist,18,12,12,443.2,0,480.6,0.922180608,233.7,0.486267166,483.1,2.5,245.7,1,1,1,0,1,1,1,0,2,4,4.640794224,10.28158845,21.5631769,0,0,0
resnet,mnist,20,12,12,951.9,0,831.2,1.145211742,501.8,0.603705486,833.6,2.4,685.9,1,1,1,0,1,1,1,0,2,4,1.626326295,4.25265259,9.505305179,0,0,0
